id,split,text,estimated_V,estimated_A,estimated_D,calculated_V,calculated_A,calculated_D
Homosexuality_2637_2983,test,"It was also in the 1800s when the debate itself over the cause of homosexuality was started by Magnus Hirschfeld, a physician, sex researcher, leading sexologist, homosexual, and founder of the first gay rights movement in Germany, who believed that homosexuality was biological in nature (Marcus 10).",0.045,0.0,0.0,0.1334,0.0421,0.2233
Homosexuality_2984_3099,train,"Hirschfeld also founded the Scientific Humanitarian committee, which was mostly homosexual, in 1897.",0.0,-0.1,-0.05,0.1517,-0.0921,0.2823
Homosexuality_3100_3258,dev,"The committee published many books and other forms of literature, which gave Hirschfeld a great amount of prestige in his field.",0.045,-0.045,0.0,0.2354,-0.0985,0.1114
Homosexuality_3259_3549,train,"He became known as one of the founding fathers of sexology, and furthered this position when he opened the world’s first sexological institute, the institute for Sexual Science in Berlin, in 1919, which was destroyed by the Nazis 15 years later.",-0.05,0.1,0.0,0.0995,0.0059,0.1525
Homosexuality_339_434,train,Still more would claim that it is a mental illness that can and should be cured.,-0.05,-0.1,0.05,0.0001,-0.1087,0.0001
Homosexuality_34_145,train,The debate over homosexuality has been one of the most long-lasting and controversial ones ever.,-0.05,0.05,0.15,-0.0138,-0.0302,-0.0028
Homosexuality_3550_3848,train,"Hirschfeld largely supported the Urning theory of Karl Ulrichs, with minor additions; he believed in some hormonal theories as a cause of homosexuality, but this only led to unsuccessful attempts to “cure” homosexuals with the use of hormone injections.",-0.15,0.0,-0.05,0.0254,-0.0553,0.0577
Homosexuality_3849_4031,train,"This theory, which defined Urnings as males who turned to other males as sexual partners, was published in twelve pamphlets by Ulrichs, starting in1864.",-0.085,0.0,0.0,0.0745,-0.0679,0.0558
Homosexuality_4032_4215,train,"The first, Vindex, defended Urnings, while the second, Inclusa, which followed shortly after, described the first scientific theory of homoerotic desire.",0.0,-0.125,0.0,0.1763,-0.0822,0.0766
Homosexuality_4309_4338,train,"“hermaphrodites of the mind,”",-0.05,0.05,0.0,0.15,-0.112,0.127
Homosexuality_435_486,train,"Perhaps then, it is a combination of some of these?",0.05,-0.05,-0.05,0.0462,-0.0728,0.0132
Homosexuality_4528_4853,train,"This, he claimed, made laws such as paragraph 175, a law adopted by King William I throughout the German Kingdoms at the time of their unification which forbade sex between males, and forced criminal penalties upon individuals partaking in such behavior, unfair and unreasonable .",-0.05,0.0,-0.05,-0.0353,0.0064,0.111
Homosexuality_487_681,dev,"No one knows for sure, and it is possible no one ever will, but that surely does not stop everyone from coming up with their own theories and beliefs on the matter.",-0.11,0.11,0.11,0.0379,-0.1441,0.014
Homosexuality_4969_5099,train,"A couple thousand years after Plato and Homer, Sigmund Freud still believed homosexuality to be a natural behavior.",-0.05,0.05,0.05,0.2228,-0.2742,0.0244
Homosexuality_5100_5296,train,"In an interview in 1903, he professed his beliefs: “I am… of the firm conviction that homosexuals must not be treated as sick people… Homosexual persons are not sick.",-0.165,0.165,0.055,0.0632,-0.0505,0.0634
Homosexuality_5166_5340,train,“I am… of the firm conviction that homosexuals must not be treated as sick people… Homosexual persons are not sick. They also do not belong in a court of law!”,-0.065,0.25,0.065,0.0627,-0.0328,0.0836
Homosexuality_5297_5340,train,They also do not belong in a court of law!”,-0.41,0.5,0.18,0.152,0.0891,0.2134
Homosexuality_5374_5803,train,"In 1935, he furthered his claims when he wrote a now famous “Letter to an American Mother” of a homosexual, which stated that “Homosexuality is assuredly no advantage, but is nothing to be ashamed of, no vice, no degradation, it cannot be classified as an illness… Many highly respectable individuals of ancient and modern times have been homosexuals” (qtd. in Isay 3).",0.0,0.05,0.05,0.1081,-0.0859,0.0936
Homosexuality_5434_5479,dev,“Letter to an American Mother”,0.1,0.1,0.1,0.3773,-0.2087,0.0447
Homosexuality_5515_5785,train,"“Homosexuality is assuredly no advantage, but is nothing to be ashamed of, no vice, no degradation, it cannot be classified as an illness… Many highly respectable individuals of ancient and modern times have been homosexuals”",0.1,0.0,0.0,0.0303,-0.1059,0.072
Homosexuality_5816_5977,train,"However, the general public of the 1800s and early 1900s, including the medical professionals, regarded homosexuality as a curable mental illness.",-0.1,0.1,-0.05,0.0684,-0.1148,-0.0594
Homosexuality_5978_6117,train,"Treatments such as castration, hysterectomy, lobotomy, and electroshock therapy were used as attempted cures.",-0.1,0.0,0.0,-0.2194,0.1064,-0.0496
Homosexuality_6118_6327,train,"By the mid 1900s, psychotherapy became the most common “cure,” and many homosexuals spent countless hours being analyzed in hopes of changing their sexual preference (Dudley 125).",-0.19,0.0,-0.06,0.0654,-0.0327,0.0252
Homosexuality_6340_6497,train,"Dr. Evelyn Hooker, a heterosexual psychologist, conducted a ground-breaking study in the mid 1950s that went along similar reasoning as Freud.",0.11,0.055,0.165,0.0062,-0.0855,0.0684
Homosexuality_6498_6654,train,"In this courageous experiment, Hooker compared the psychological profiles of sixty men, half homosexual and half heterosexual.",0.0,0.1,-0.05,0.0352,0.0062,0.1019
Homosexuality_6655_6979,train,"She disagreed with the popular belief at the time that homosexuality was a mental illness, and concluded that there was no significant psychological difference between homosexual and heterosexual men; “gay” men were no more insane than their “straight” counterparts (Marcus 183).",-0.1,-0.1,0.05,-0.0251,-0.0046,0.0278
Homosexuality_6886_6891,dev,“gay”,-0.25,0.19,0.125,,,
Homosexuality_694_877,train,"Documented homosexuality dates as far back as ancient Greece and other cultures of the time, where it was considered to be a very normal and natural occurrence (Emond).",0.1,0.1,0.1,0.0792,-0.2122,-0.0307
Homosexuality_6992_7465,train,"Fortunately, many prominent psychiatrists also believed that homosexuality was not an illness, and their lobbying, along with the innovative study performed by Hooker, who has been referred to as “the Rosa Parks of the gay movement” convinced the American Psychiatric Association Board of Trustees to vote to remove homosexuality from the Diagnostic and Statistical Manual as a mental illness in December of 1973.",0.0,0.1,0.1,0.0461,-0.0178,0.06
Homosexuality_7218_7254,train,“the Rosa Parks of the gay movement”,0.0,-0.06,0.06,0.156,0.154,0.158
Homosexuality_7466_7634,train,"Just over a year later, the American Psychological Association also removed homosexuality from their list of mental illnesses (Marcus 11).",0.22,0.22,-0.055,0.0055,-0.1537,0.0892
Homosexuality_7635_8028,train,"The American Psychological Association further reiterated this belief when an overwhelming majority of the Council of Representatives adopted the Resolution on Appropriate Therapeutic Responses to Sexual Orientation in 1997, which publicly chastised those who attempted to “cure” homosexuality by means of various forms of treatment.",0.0,0.05,-0.05,0.1664,-0.0392,0.1662
Homosexuality_7953_7959,train,“cure”,0.3,0.1,0.15,0.438,-0.246,0.246
Homosexuality_8029_8337,train,"It stated, rather that homosexuality was merely a difference in the opinion and values of the common person, but must still be respected as an individual orientation, and thus treated as one (Resolution on Appropriate Therapeutic Responses to Sexual Orientation).",0.05,-0.1,-0.05,0.1146,-0.1716,0.0761
Homosexuality_8350_8723,train,"Perhaps one of the most famous studies on this topic was concluded in 1991 by Michael Bailey, an assistant professor of psychology at Northwestern University, and Richard Pillard, an associate professor of psychiatry at Boston University School of Medicine, and found that sexual orientation in males is largely due to genetics.",0.0,0.0,0.0,0.1134,-0.0495,0.1431
Homosexuality_8724_9309,train,"For two years, these men studied the number of occurrences of homosexuality in both monozygotic, or identical twins (a set of twins coming from the same fertilized egg and thus having identical DNA), and dizygotic, or fraternal twins (a set of twins from too separate zygotes, causing them to have similar DNA, but not any more so than that of two ordinary siblings), in addition to adoptive brothers of gay males (meaning that all of these males would have been raised in the same environment).",0.0,0.0,0.07,0.1049,-0.1405,0.0569
Homosexuality_893_1158,train,"In his book The Symposium, Plato wrote “Those who are halves of a man whole pursue males, and being slices, so to speak, of the male, love men throughout their boyhood, and take pleasure in physical contact with men” (qtd. in Isay 11).",0.0,-0.05,0.0,0.1664,-0.0173,0.1098
Homosexuality_9310_9582,train,"In total, 110 pairs of twins (identical and fraternal) and 142 sets of male and their adopted brothers were studied, where at least one of the two had been classified as homosexual, either by self-identification or other means.",0.0,0.0,0.0,0.125,-0.188,0.0227
Homosexuality_932_1139,train,"“Those who are halves of a man whole pursue males, and being slices, so to speak, of the male, love men throughout their boyhood, and take pleasure in physical contact with men”",0.045,0.09,-0.045,0.1474,0.0252,0.103
Homosexuality_9583_10020,train,"Out of the 56 homosexual males who had identical twins, 29, or approximately 52 % of their identical twin brothers were also found to be homosexual, as compared to only 12, or approximately 22 % of the 54 non-identical twins of homosexual males, and 6, or approximately 11 % of the 57 adopted brothers of homosexual males who were unrelated in terms of genetics.",0.0,-0.11,0.0,0.0741,-0.1071,0.058
How_soon-Fans_1003_1022,train,"Pretty cool, right?",0.31,0.125,0.125,0.6667,-0.0613,0.368
How_soon-Fans_1023_1083,train,"In fact, as I recall, they got over 1 million Facebook fans.",0.15,0.0,-0.05,0.129,0.1464,0.2492
How_soon-Fans_1084_1139,train,Google TGI Friday's Fan Woody and it looks pretty good.,0.25,0.2,0.1,0.2676,-0.1936,-0.0368
How_soon-Fans_1140_1183,train,But then something not so awesome happened.,-0.45,0.05,-0.1,0.0855,0.052,0.034
How_soon-Fans_1184_1250,train,All those fans wanted their free burgers and they wanted them now!,-0.055,0.22,0.055,0.1272,-0.0205,0.0659
How_soon-Fans_1251_1347,train,TGI Friday's completely lost control of the page and eventually doled out a lot of free burgers.,-0.05,0.2,0.0,0.139,-0.1346,0.0345
How_soon-Fans_1348_1415,train,Now from a short term perspective I'm sure they did ok on the deal.,0.0,-0.06,0.315,0.1282,-0.0041,0.1076
How_soon-Fans_1416_1450,train,People came in and ate their food.,0.1,0.0,0.05,0.197,-0.1323,-0.0873
How_soon-Fans_1451_1549,train,"But they could have accomplished that with coupons in the mail, the newspaper or by an email list.",0.0,-0.05,-0.05,0.1783,-0.2066,0.0133
How_soon-Fans_1550_1596,train,But they decided to go the Social Media route.,0.0,-0.06,0.0,0.0977,0.0588,0.1598
How_soon-Fans_1597_1689,dev,"Now, let's take a look at what the Friday's FanWoody Facebook page looks like today: Whoops!",0.065,0.375,0.25,0.2737,-0.084,-0.1514
How_soon-Fans_160_248,train,"Oh, the numbers look good, but when you dig a little deeper a different picture emerges.",0.0,-0.05,0.05,0.1422,-0.1558,-0.0036
How_soon-Fans_1701_1751,train,"Apparently Woody and his 900,000+ fans went poof .",-0.15,-0.05,-0.1,-0.0124,-0.0688,-0.1872
How_soon-Fans_1752_1761,train,How come?,-0.07,0.07,-0.145,-0.384,-0.358,-0.112
How_soon-Fans_1762_1894,train,I'm guessing it had something to do with the venom and general anarchy the page had created by buying fans rather than growing them.,-0.05,-0.05,0.05,0.0169,0.0774,0.0782
How_soon-Fans_1895_1987,train,"A TGI Friday's Facebook page does exist, with roughly a third of the fans they used to have.",0.0,0.0,0.06,0.1511,-0.1231,0.0367
How_soon-Fans_1988_2081,train,"TGI Friday's pretty much had to spray Agent Orange on their relationship with 600,000 people.",-0.3,0.15,0.05,0.0727,-0.03,-0.0229
How_soon-Fans_2165_2232,train,I think plenty of brands have heard the siren call of Facebook ads.,-0.06,0.125,0.0,0.2598,0.0552,0.2089
How_soon-Fans_2233_2419,dev,"The ability to target your demo is really terrific, but you're in danger of creating a relationship with fans that ultimately is built on a ""what have you done for me lately"" foundation.",-0.145,0.0,0.0,0.1164,0.0267,0.1573
How_soon-Fans_2420_2461,dev,"First, you essentially bought these fans.",-0.085,-0.085,0.085,0.196,-0.0915,0.3045
How_soon-Fans_2462_2509,train,You paid Facebook for the right to target them.,-0.055,0.11,0.11,0.2317,0.0579,0.2301
How_soon-Fans_249_356,train,"Walls filled with off topic conversations at best, vile language and real antipathy for the brand at worst.",-0.215,0.145,0.0,-0.1269,-0.0938,0.04
How_soon-Fans_2510_2642,test,"Then in the case of TGI Friday's or other brands that offer free product or discount coupons, you are essentially buying them again.",-0.055,0.165,0.22,0.1816,0.0155,0.0766
How_soon-Fans_2643_2773,train,"This sets up a pattern where the consumer now expects to be rewarded for being your fan with a tangible item, that is, free stuff.",-0.05,0.05,-0.05,0.1795,-0.0813,0.0784
How_soon-Fans_2774_2841,train,"That's not a bonus item, it's now a standard part of the agreement.",0.09,0.0,0.045,0.289,-0.2393,0.1323
How_soon-Fans_2842_2859,train,Want me as a fan?,0.1,0.2,0.1,0.3013,0.0473,-0.03
How_soon-Fans_2860_2879,train,Give me free stuff.,0.1,0.15,0.35,0.512,-0.1913,-0.1287
How_soon-Fans_2880_3069,train,"The point of Social Media isn't to distribute coupons and a real fan wants to engage with a brand for a whole host of reasons, often free / discounted product is the least of these reasons.",0.055,0.055,0.11,0.1594,-0.0674,0.063
How_soon-Fans_3070_3165,train,"I'm not saying that special bonuses, or 'surprise and delight' offers aren't ever a good thing.",-0.045,-0.045,0.09,0.2087,0.0318,0.0613
How_soon-Fans_3166_3214,train,I think when used properly they can be terrific.,0.05,-0.05,0.0,0.2911,-0.1912,0.1001
How_soon-Fans_3215_3247,train,What do I mean by used properly?,-0.05,0.0,-0.05,0.0992,-0.1283,0.0365
How_soon-Fans_3248_3323,train,As a reward for people who have engaged with the brand in a meaningful way.,0.1,-0.05,-0.05,0.2965,-0.0724,0.203
How_soon-Fans_3324_3413,train,"Send us a picture of you wearing a brand t-shirt and sure, you've earned a free sandwich.",0.11,0.055,0.055,0.3166,-0.2069,0.0936
How_soon-Fans_3414_3478,train,Recruit some friends and I'm happy to give you all some coupons.,0.28,0.055,0.165,0.2717,0.0336,0.0853
How_soon-Fans_3479_3580,train,But when fans enter the relationship feeling they are entitled to free samples and you're in trouble.,-0.065,-0.06,0.0,0.1996,-0.0175,-0.0078
How_soon-Fans_357_371,train,What happened?,0.0,0.05,0.0,0.0,0.046,0.0
How_soon-Fans_3586_3630,train,"Kathy Sharpe says: April 18, 2010 at 1:02 pm",0.0,-0.145,0.0,0.0,0.2915,0.2595
How_soon-Fans_3632_3700,train,About time there was some acknowledgement of the true value of fans.,0.2,0.15,0.1,0.1938,0.0014,0.1232
How_soon-Fans_3701_3806,train,Even if you have 3 million+ fans and they are all well behaved citizens what is the real marketing value?,-0.05,-0.1,0.1,0.2095,0.0595,0.1932
How_soon-Fans_372_432,train,Wasn't having thousands of fans supposed to be a good thing?,-0.05,-0.05,-0.1,0.1484,-0.2704,-0.0104
How_soon-Fans_433_450,train,"Well, yes and no.",0.0,-0.11,0.055,0.5557,-0.0447,0.077
How_soon-Fans_451_506,train,"Sure, it's great having several hundred thousands fans.",0.375,0.315,0.125,0.409,-0.168,0.2545
How_soon-Fans_4_63,train,Facebook Fans: You Get What You Pay For 24 Mar 2010 by Rick,-0.05,-0.05,0.0,0.1597,0.0836,0.1473
How_soon-Fans_507_546,train,But how did you come to get those fans?,0.05,0.1,0.1,0.0927,0.1015,0.0773
How_soon-Fans_547_788,train,"Did you earn them through fantastic customer service, fulfilling the brand promise, providing value to the community in an authentic and passionate voice, or did you run a Facebook ad campaign and hit the broadcast airwaves with a promotion?",0.0,-0.05,-0.05,0.3225,0.1957,0.2673
How_soon-Fans_65_159,train,Take a look at the Facebook Fan Pages of some brands and what you see is not a pretty picture.,-0.45,0.15,-0.05,0.2469,0.0115,0.0388
How_soon-Fans_789_954,train,"Let's look at   my old favorite , TGI Friday's: If you can see this, then you might need a Flash Player upgrade or you need to install Flash Player if it's missing.",0.0,-0.125,0.0,0.1648,0.0941,0.0849
How_soon-Fans_955_983,train,Get Flash Player from Adobe.,0.0,-0.135,0.135,0.1472,0.0764,0.1184
How_soon-Fans_985_1002,train,Remember that ad?,0.05,0.05,0.1,0.198,0.1103,0.008
How_soon-Lebron-James_1082_1281,train,"Sure, Shaquille O'Neal once said,  ""I've won at every level but college and pro,"" but Shaq was always a larger than life (literally) character who was outgoing and had a great relationship with fans.",0.25,0.15,0.05,0.2408,-0.0569,0.1917
How_soon-Lebron-James_1117_1163,train,"""I've won at every level but college and pro,""",0.25,0.19,0.44,0.163,-0.095,0.148
How_soon-Lebron-James_1282_1344,train,That's one of the reasons  Shaq's been a huge hit on Twitter .,0.15,0.1,0.15,-0.0334,0.0223,0.1433
How_soon-Lebron-James_1402_1460,train,I think an appropriate comparison might be Alex Rodriguez.,0.0,-0.11,0.055,0.3774,-0.0186,0.3692
How_soon-Lebron-James_148_278,train,He's also a very astute individual who understands how to use the media -- and various communication channels -- to his advantage.,0.05,-0.1,0.15,0.2056,-0.1015,0.0969
How_soon-Lebron-James_1576_1671,dev,"By making his announcement in this public way, Lebron has only heaped more pressure on himself.",-0.125,0.25,0.125,0.0989,-0.0148,0.1475
How_soon-Lebron-James_1672_1771,train,"Ask A-Rod how the media can turn on you when you put yourself above your teammates, above the game.",-0.1,0.15,0.1,0.2034,-0.0539,0.0864
How_soon-Lebron-James_1773_1823,train,James now finds himself in the following position:,0.0,0.0,0.0,0.1345,-0.027,0.081
How_soon-Lebron-James_1824_1883,train,1. Winning a title is expected immediately wherever he goes,0.11,-0.055,0.055,0.3309,0.1272,0.2612
How_soon-Lebron-James_1884_1947,dev,2. Not winning a title will be seen as a massive disappointment,-0.39,-0.11,-0.165,0.1788,-0.0335,0.2338
How_soon-Lebron-James_1948_2022,train,3. Winning a title will result in some saying that he couldn't do it alone,0.0,-0.085,0.085,0.2063,-0.0009,0.182
How_soon-Lebron-James_2023_2147,train,"4. He's put himself in a position where if he leaves Cleveland, every other city (and Cleveland) will be rooting against him",-0.225,0.0,-0.09,0.1336,-0.064,0.1005
How_soon-Lebron-James_2148_2192,train,"Sounds just like Alex Rodriguez, doesn't it?",0.0,-0.07,0.07,0.356,-0.192,0.1387
How_soon-Lebron-James_2193_2304,train,"I'm no longer the target demographic for most of the products Lebron endorses, but you know what matters to me?",-0.15,0.15,-0.05,0.058,-0.0624,0.0712
How_soon-Lebron-James_2305_2327,train,Winning championships.,0.45,0.35,0.3,0.91,0.424,0.972
How_soon-Lebron-James_2328_2460,train,"Not live prime time press conferences, not self-aggrandizing twitter hashtags and not quitting on his teammates during the playoffs.",-0.11,-0.11,-0.055,0.2425,0.3065,0.1509
How_soon-Lebron-James_2461_2504,train,Let's see what the future holds for Lebron.,0.06,0.06,0.06,0.1025,0.0555,0.0705
How_soon-Lebron-James_2505_2581,train,"We know he'll be rich, but how will he be viewed by fans across the country.",0.0,0.0,0.05,0.3037,-0.0313,0.2966
How_soon-Lebron-James_2582_2681,train,Perhaps Lebron should have hired a  Chief Culture Officer along with his coterie of other advisors.,-0.06,-0.06,0.185,0.2205,-0.1208,0.2063
How_soon-Lebron-James_2682_2811,test,"If I were to fulfill that role for him, I would have told him to go low key with this decision and let it be led by his new team.",0.05,0.1,0.15,0.1103,-0.126,0.0097
How_soon-Lebron-James_279_437,test,"He's also managed to surround himself with people who understand business, but I'm starting to wonder if he's lost a bit of understanding of American culture.",-0.11,0.11,0.0,0.1704,0.0221,0.0675
How_soon-Lebron-James_2812_2915,train,Make sure it's clear that the team comes first and that he's looking forward to being part of the team.,0.2,0.1,0.2,0.2698,-0.1137,0.1918
How_soon-Lebron-James_2916_2975,train,That the only thing that matters is winning a championship.,0.15,0.15,0.25,0.2106,0.0889,0.1976
How_soon-Lebron-James_2976_3006,train,That that was the main factor.,0.0,-0.275,0.0,0.1208,-0.0358,0.1956
How_soon-Lebron-James_3007_3135,train,"Update:  Lebron chooses the Miami Heat and the similarities to A-Rod continue, with Dwyane Wade playing the role of Derek Jeter.",0.0,0.0,0.0,0.1069,-0.0954,0.0251
How_soon-Lebron-James_3136_3165,train,Update 2: And so it begins...,-0.125,0.19,0.06,0.11,-0.1853,0.1267
How_soon-Lebron-James_3170_3181,train,One Comment,0.0,-0.05,0.0,0.209,-0.291,-0.251
How_soon-Lebron-James_3184_3225,train,"Dan Winkler says: July 9, 2010 at 1:29 am",0.0,-0.05,0.0,0.0,0.1943,0.173
How_soon-Lebron-James_3227_3240,train,Heatenfreude?,0.0,-0.125,0.0,,,
How_soon-Lebron-James_438_602,test,"Lebron didn't play college basketball, he went straight from high school to the pros, and since joining the Cleveland Cavaliers he's won exactly zero NBA champions.",-0.1,0.05,0.0,0.2566,0.1112,0.1117
How_soon-Lebron-James_5_89,train,How soon is now? Lebron James Makes His Decision: The A-Rod Route 8 Jul 2010 by Rick,0.0,0.0,0.0,0.07,-0.12,0.086
How_soon-Lebron-James_604_757,train,"He's a free agent now and tonight he made his decision about which team he's going to play for in a very public manner, with a live announcement on ESPN.",0.0,0.2,0.15,0.2099,0.0084,0.1403
How_soon-Lebron-James_758_840,test,Earlier this week Lebron jumped on Twitter and quickly gained a massive following.,0.22,0.22,0.11,0.1062,0.1791,0.0781
How_soon-Lebron-James_841_867,train,This morning he announced:,0.05,0.05,0.0,0.2705,0.0157,0.25
How_soon-Lebron-James_869_950,train,Lebron James was of course a trending topic and that hashtag was burning as well.,0.0,-0.1,-0.1,0.1082,-0.1308,-0.0465
How_soon-Lebron-James_91_147,train,Lebron James is an extremely talented basketball player.,0.15,0.05,0.05,0.3515,0.3205,0.5125
How_soon-Lebron-James_951_1081,train,"But I'm starting to wonder if Lebron isn't painting himself into a corner, and has maybe misread how quickly sentiment can change.",-0.165,0.0,-0.055,0.1378,0.0344,0.0229
IFAW1_1013_1091,train,Can you imagine the baby seal crying out for fear as a sealer raises his club?,-0.375,0.125,0.0,0.0825,-0.0365,-0.0648
IFAW1_1198_1333,test,"Many of our critics say that you and I who love animals attribute intelligent and sensitive qualities to “stupid, non-feeling” animals.",0.0,0.06,0.06,0.2352,-0.0639,0.0637
IFAW1_1303_1324,test,"“stupid, non-feeling”",-0.5,0.0,0.0,-0.0407,-0.274,-0.1793
IFAW1_1334_1478,train,But our ability to feel the fear and know the pain that animals experience is no “error in judgement” nor “overblown sentimentality”…it is real.,-0.15,0.0,0.05,0.0103,0.1123,0.0281
IFAW1_1415_1466,train,“error in judgement” nor “overblown sentimentality”,0.0,0.0,0.0,-0.2523,0.2318,-0.301
IFAW1_1502_1772,train,"The International Fund for Animal Welfare is one of the largest, most effective animal welfare organizations in the world with a special mission to save animals’ lives, prevent cruelty, and protect natural habitat for wildlife to live and enjoy life in harmony with man.",0.2,0.2,0.15,0.3006,-0.0034,0.2144
IFAW1_155_327,train,Dear Ms. LastName I wanted to personally write you and give you our 2001 Collectible Calendar and talk about animals in danger - a cause we both care deeply about.,-0.055,0.11,0.165,0.1229,-0.0699,0.0858
IFAW1_1782_1842,train,"Too, too often, man has not been a good neighbor to animals.",-0.455,0.045,0.0,0.156,-0.1366,0.0134
IFAW1_1843_2138,dev,"Whether we talk about clubbing baby seals to death for their beautiful pelts, or butchering elephants with hacksaws for their ivory, or trapping animals in steel-jaw leghold traps where the pain is so excruciating they have been known to chew off a leg to escape, we stand guard for all animals.",-0.25,0.05,0.05,-0.038,0.0115,0.0119
IFAW1_2148_2244,dev,"All animals need a place to “get to” in order to be safe from bullets, cruelty, traps and clubs.",-0.3,0.15,-0.05,0.0437,-0.028,0.0319
IFAW1_2254_2485,dev,"IFAW’ P.O. Box I 93 Yarmouth Port, MA 02615-01 ‘www.lfaw.org IFAW is now launching our year 2001 Animal Sanctuary Fund to provide safe places for animals to live out of the danger tat comes from humans and loss of habitat.",-0.06,-0.06,0.0,0.0359,-0.0914,0.0009
IFAW1_2575_2995,train,"Whether it is to fund additional land for the Addo elephant park in South Africa where 29 calves were born this year or our partnership with Future Generations to save vital habitat for moon bears, bengal tigers and other animals, or our response to move orphaned lions to 500 acres of protected African bush where they will live safely for the rest of their lives… we are committed to the concept of ANIMAL SANCTUARIES.",0.2,0.4,0.3,0.1632,-0.1217,0.0403
IFAW1_3005_3066,train,"I’m positive you agree with this most basic, humane approach.",0.085,0.0,0.165,0.4551,-0.1831,0.2474
IFAW1_3067_3112,train,I won’t even ask if you support this program.,-0.07,0.145,0.0,0.1612,-0.106,0.1636
IFAW1_3113_3204,dev,"but rather, I must ask how much you can afford to support this Animal Sanctuary Fund today?",0.05,0.0,0.05,0.1474,-0.2088,-0.0366
IFAW1_31_145,train,IFAW ANIMAL SANCTUARY FUND Your donation will help give an animal a safe home!,0.215,0.0,0.07,0.3802,-0.2173,0.1377
IFAW1_3214_3257,train,I do not like to ask for money No one does.,-0.25,-0.1,0.0,0.1723,-0.0807,0.004
IFAW1_3258_3323,train,But money gives us the POWER TO PROTECT AND DEFEND THE VOICELESS.,0.1,0.25,0.3,0.227,0.0998,0.2828
IFAW1_3333_3437,train,"Will you please join with me today to help save animals from pain, suffering, hunger, hunting and abuse?",0.1,0.25,0.15,-0.1009,0.0847,-0.0351
IFAW1_337_415,train,Please take a moment to look over the enclosed 2001 Animal Sanctuary Calendar.,-0.05,0.0,-0.1,0.1927,-0.2481,-0.0647
IFAW1_3447_3494,train,Your gift will help give an animal a safe home.,0.4,0.2,0.3,0.4435,-0.1625,0.1561
IFAW1_3504_3553,train,"Be absolutely sure, your donations do save lives.",0.25,0.1,0.05,0.315,-0.1615,0.3703
IFAW1_3554_3646,train,"For 31 years, our name has been associated throughout the world wit saving innocent animals.",0.18,-0.135,0.045,0.2063,-0.2084,0.0716
IFAW1_3647_3781,train,"Many people know us as the Save the Seals people and we have saved thousands of animals - seals, elephants, cats, dogs, bears, whales.",0.19,0.06,0.0,0.2498,-0.1732,0.1792
IFAW1_3782_3837,train,This new program will be a huge success with your help.,0.1,-0.1,0.05,0.3213,-0.0887,0.2608
IFAW1_3847_3908,train,I thought you would enjoy our 2001 Animal Sanctuary Calendar.,0.2,0.05,0.1,0.3131,-0.1714,0.0883
IFAW1_3909_4130,train,It is a unique gift to you for taking your time to hear my vision of new safety for the world’s animals and my request for your hard-earned money The simple fact is we cannot continue without your generous gifts.,0.19,0.06,-0.06,0.203,-0.0585,0.1463
IFAW1_4131_4221,train,"Gifts of $100, $25, and $15 all are important to keep our Animal Sanctuary Fund operating.",0.09,-0.045,0.09,0.2353,-0.0438,0.0644
IFAW1_416_500,train,Be sure to write me back to let me know your 2001 Calendar has arrived m good order.,0.05,0.0,0.1,0.1871,-0.167,0.0552
IFAW1_4231_4352,train,Please rush me your generous gift of $100 or $15 today while these endangered animals are on your mind and in your heart.,-0.15,0.25,0.1,0.137,0.0241,0.0821
IFAW1_4362_4395,dev,Animals don’t ask for much of us.,0.0,-0.05,0.0,0.1186,-0.0448,0.2336
IFAW1_4396_4458,train,All they need is safe homeland and freedom from pain and fear.,-0.05,0.05,0.0,0.0257,0.078,0.0962
IFAW1_4459_4505,train,Your donation today could save a life tomorrow,0.15,0.05,-0.1,0.4509,-0.1589,0.0987
IFAW1_4515_4571,train,"For the animals, Fred ORegan President",0.11,0.0,0.11,0.177,0.122,0.5075
IFAW1_4581_4663,dev,PS. Please enjoy the photographs of the animals you are so generously befriending.,0.065,-0.065,0.25,0.3904,0.052,0.1754
IFAW1_4664_4733,train,And please use the enclosed 2001 Calendar Reply when writing me back.,0.0,0.0,0.0,0.0731,-0.2757,-0.066
IFAW1_501_602,train,I’m sure you will want to keep it and prominently display it to enjoy these striking wildlife images.,0.2,0.15,0.1,0.2469,-0.047,0.182
IFAW1_612_689,train,Don’t you agree that the lion and baby seal are looking right into your eyes?,0.045,0.135,0.0,0.2352,-0.1361,0.1122
IFAW1_690_747,train,The mother elephant has a watchful eye on her young calf.,0.285,-0.145,0.0,0.1367,-0.1537,0.1013
IFAW1_748_903,train,"And if you have ever experienced to sight of a diving dolphin, you will be brought instantly back to that exciting moment when turning to our August image.",0.375,0.31,0.125,0.191,-0.0346,0.0551
IFAW1_913_1003,dev,Can you imagine the lion on our calendar cover being cruelly killed for a hunter’s trophy?,-0.45,0.2,-0.2,0.0333,0.0471,0.1236
IntroDublin_1127_1206,train,Prosperity has brought with it a new emphasis on historic preservation.,0.07,-0.07,0.0,0.385,0.0522,0.269
IntroDublin_1207_1259,dev,Dublin excels in packaging its past for the visitor.,0.05,-0.05,0.0,0.12,-0.1025,-0.079
IntroDublin_1260_1406,train,"You can view artifacts from the Bronze Age, trace the history of the Easter Rising, or revisit Leopold Bloom’s odyssey in Ulysses.",0.05,0.0,0.05,0.3074,-0.0638,0.142
